SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,MSZoning,Neighborhood,Condition2,MasVnrType,ExterQual,BsmtQual,CentralAir,Electrical,KitchenQual,SaleType
158000,6,2119,2,689,2,1972,1972,333.0,1,RL,NWAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,COD
211000,6,1796,2,794,2,1998,1998,0.0,0,RL,CollgCr,Norm,None,TA,Gd,Y,SBrkr,TA,WD
234000,7,2080,1,1276,1,1926,2004,0.0,2,RL,Crawfor,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
150000,6,1244,1,1244,1,1957,1957,0.0,2,RL,NAmes,Norm,None,TA,TA,Y,FuseA,TA,WD
159000,6,1664,2,1004,2,1947,1950,0.0,2,RM,BrkSide,Norm,None,TA,TA,Y,SBrkr,TA,WD
176000,7,1266,2,1257,2,2005,2005,0.0,1,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
132000,5,928,1,928,1,1956,2000,0.0,0,RL,NAmes,Norm,None,TA,Gd,Y,SBrkr,TA,WD
86000,4,605,0,528,1,1920,2002,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
175000,6,1509,2,1461,2,1988,1989,219.0,1,RL,Timber,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
128000,6,1362,2,611,2,1920,1999,0.0,0,RM,BrkSide,Feedr,None,TA,Fa,Y,SBrkr,TA,WD
178000,8,1414,2,707,2,2004,2004,0.0,1,RL,Gilbert,Norm,None,Gd,Ex,Y,SBrkr,Gd,WD
107500,5,1347,0,1117,1,1910,1991,0.0,0,RL,Edwards,Norm,None,TA,Gd,Y,SBrkr,TA,WD
188000,7,1724,2,880,2,1998,1999,0.0,0,RL,CollgCr,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
111250,4,864,2,864,1,1972,1972,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,COD
158000,5,1159,1,1051,1,1968,1968,188.0,1,RL,Sawyer,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
248000,8,2285,3,969,2,2000,2000,72.0,1,RL,NoRidge,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
213250,7,1680,2,1650,2,1998,1999,0.0,1,RL,NWAmes,Norm,None,Gd,Ex,Y,SBrkr,Gd,WD
133000,7,767,1,723,1,1998,1998,182.0,0,RH,NAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
179665,7,1496,2,654,2,2006,2006,0.0,1,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
229000,7,2183,3,1204,2,1988,1988,178.0,0,RL,NWAmes,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
210000,6,1635,2,1065,1,1923,1950,0.0,1,RL,BrkSide,Norm,None,TA,Gd,Y,FuseA,TA,WD
129500,5,768,2,768,1,1970,1970,0.0,0,RL,Mitchel,Norm,None,TA,Gd,Y,SBrkr,TA,WD
125000,5,825,2,825,1,1955,1995,0.0,0,RM,OldTown,RRNn,None,TA,TA,Y,SBrkr,TA,WD
263000,7,2094,2,912,2,2003,2004,0.0,1,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
140000,6,1069,2,1069,2,1977,1977,0.0,0,RL,NPkVill,Norm,None,TA,Gd,Y,SBrkr,TA,COD
112500,5,928,1,928,1,1957,1957,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,FuseA,TA,WD
255500,8,1717,3,1709,2,2006,2006,250.0,1,RL,NridgHt,Norm,Stone,Gd,Ex,Y,SBrkr,Gd,WD
284000,7,2046,3,998,2,2003,2004,292.0,1,RL,NridgHt,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
113000,5,1048,1,993,1,1922,1950,0.0,1,RM,BrkSide,Norm,None,TA,TA,Y,FuseA,TA,WD
141000,5,1092,1,1092,1,1957,1957,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,FuseA,TA,WD
108000,4,1336,1,637,1,1920,1950,0.0,0,C (all),IDOTRR,Norm,None,TA,TA,Y,SBrkr,TA,COD
175000,7,1446,2,729,2,1996,1997,0.0,1,RL,Gilbert,Norm,None,TA,Gd,Y,SBrkr,TA,WD
234000,7,1557,2,1374,2,2003,2004,18.0,1,RL,Blmngtn,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
121500,5,1392,2,1392,1,1957,1996,180.0,1,RL,Sawyer,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
170000,5,1389,2,1389,1,1974,1975,0.0,1,RL,Mitchel,Norm,None,TA,Gd,Y,SBrkr,TA,WD
108000,5,996,0,996,1,1940,1969,0.0,1,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
185000,6,1674,2,1163,2,1918,1950,0.0,1,RL,Edwards,Norm,None,TA,Gd,Y,SBrkr,TA,WD
268000,7,2295,2,1095,2,1992,2000,0.0,1,RL,NoRidge,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
128000,6,1647,1,806,1,1915,1950,0.0,0,RL,SWISU,Norm,None,TA,Gd,N,FuseF,Fa,WD
325000,9,2504,3,1122,2,2005,2007,245.0,1,RL,StoneBr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Ex,WD
214000,7,1535,2,1517,2,2004,2004,168.0,0,RL,NridgHt,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
316600,8,2132,2,1496,1,1983,2009,0.0,1,RL,SawyerW,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
135960,5,943,2,943,1,1979,1979,0.0,2,RL,NAmes,Norm,None,TA,Gd,Y,SBrkr,TA,WD
142600,5,1728,2,1728,2,1965,1965,108.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
120000,6,864,1,864,1,1959,1959,207.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,Gd,WD
224500,7,1692,2,846,2,2009,2009,0.0,0,RL,Timber,Norm,None,TA,Ex,Y,SBrkr,Gd,New
170000,7,1430,2,384,2,2000,2000,0.0,1,RL,Gilbert,Norm,None,TA,Gd,Y,SBrkr,TA,WD
139000,5,1109,1,372,1,1971,2005,82.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
118500,5,1216,1,832,1,1947,1950,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,COD
145000,7,1477,1,861,2,1928,1950,0.0,1,RL,SWISU,Norm,None,TA,TA,Y,SBrkr,TA,WD
164500,5,1320,2,1164,1,1966,1966,97.0,2,RL,Sawyer,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
146000,7,1392,2,689,2,2007,2007,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
131500,5,1795,1,1050,2,1954,1954,335.0,0,RM,OldTown,Norm,BrkFace,TA,TA,N,FuseF,TA,WD
181900,6,1429,2,1144,1,1960,1987,85.0,2,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,Gd,WD
118500,6,816,0,816,1,1990,1990,104.0,0,RL,Edwards,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
133000,4,1573,1,884,1,1935,1995,0.0,0,RM,BrkSide,Norm,None,TA,TA,Y,SBrkr,Gd,WD
130000,6,838,1,816,1,1918,2000,0.0,0,RL,BrkSide,Norm,None,TA,TA,Y,SBrkr,Fa,WD
137000,5,860,2,840,1,1982,1982,0.0,0,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
143000,5,1473,1,1437,1,1968,2003,0.0,2,RL,ClearCr,Norm,None,TA,TA,Y,SBrkr,Ex,WD
79500,5,935,1,742,1,1930,1960,0.0,0,RM,BrkSide,Feedr,None,TA,TA,Y,FuseA,TA,WD
185900,7,1582,2,770,2,2004,2004,0.0,0,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
138000,5,816,2,816,1,1982,2003,0.0,0,RL,Mitchel,Norm,None,TA,TA,Y,SBrkr,TA,WD
140000,6,848,2,848,1,2003,2003,170.0,0,RM,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
110000,5,924,1,924,1,1975,1975,0.0,0,RL,CollgCr,Norm,None,TA,Gd,Y,SBrkr,TA,WD
319000,8,1826,3,1814,2,2005,2006,238.0,1,RL,StoneBr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,New
114504,6,1368,1,684,1,1910,1993,0.0,0,RM,OldTown,Norm,None,TA,TA,N,FuseA,TA,WD
194201,7,1402,3,1258,0,2006,2007,72.0,1,RL,Blmngtn,Norm,BrkFace,Gd,Ex,Y,SBrkr,Gd,New
151000,6,1556,2,716,2,1980,1980,0.0,1,RM,Blueste,Norm,None,TA,Gd,Y,SBrkr,TA,COD
275000,8,1904,2,1058,2,2005,2005,280.0,1,RL,NridgHt,Norm,BrkFace,Gd,Gd,Y,SBrkr,Ex,WD
141000,6,1375,1,780,1,1937,1950,0.0,1,RM,IDOTRR,Norm,None,TA,TA,Y,SBrkr,Gd,WD
220000,8,1915,2,908,2,1992,1992,0.0,1,RL,SawyerW,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
151000,7,1200,2,600,2,2004,2005,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
221000,7,1494,2,1494,2,2002,2002,99.0,1,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
152000,5,1040,2,1040,1,1996,1996,0.0,0,RL,CollgCr,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
225000,5,2008,1,896,3,1948,2002,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,Ex,WD
118500,4,1029,1,1029,1,1961,1961,192.0,0,RL,Sawyer,Norm,BrkCmn,TA,TA,Y,SBrkr,TA,WD
313000,9,2153,3,1440,2,2000,2000,204.0,2,RL,CollgCr,Norm,BrkFace,Gd,Ex,Y,SBrkr,Ex,WD
148000,6,1032,2,1032,2,1978,1978,233.0,1,RL,NWAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
261500,8,1872,2,1299,2,2001,2001,108.0,1,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Ex,WD
147000,5,1120,0,1120,1,2007,2007,0.0,0,RL,Mitchel,Norm,None,TA,Gd,Y,SBrkr,TA,New
75500,4,630,0,630,1,1972,1972,0.0,0,RM,MeadowV,Norm,None,TA,Gd,Y,SBrkr,TA,WD
137500,6,1054,2,936,1,1963,1963,156.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,Gd,WD
183200,6,1509,2,783,2,2002,2003,0.0,1,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
105500,6,832,2,832,1,1954,1954,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,Gd,WD
305000,8,2262,3,1482,2,2003,2003,226.0,2,RL,Timber,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
67000,3,864,0,864,1,1914,1950,0.0,0,RL,Edwards,Norm,None,TA,TA,N,FuseF,TA,WD
240000,6,2614,2,1522,2,1974,1997,0.0,1,RL,NWAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
135000,5,980,2,980,1,1977,1977,153.0,0,RL,Sawyer,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
165150,6,1790,2,732,1,1972,1972,288.0,1,RL,NWAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
160000,6,1116,2,1116,1,1962,1962,261.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
139900,5,1422,1,978,1,1960,1978,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
153000,6,1520,1,1156,1,1955,1972,164.0,2,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
135000,5,2080,2,1040,1,1969,1969,192.0,2,RL,NAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,Fa,WD
168500,6,1350,2,1248,1,1964,1964,259.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
209500,8,1554,2,1554,2,2006,2006,108.0,1,RL,NridgHt,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
82500,7,1411,2,1386,2,1977,1977,209.0,1,RL,NWAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
139400,5,1056,1,1056,1,1954,2005,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
144000,6,1056,2,1056,0,1980,1980,0.0,0,RL,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
93000,5,1387,1,811,2,1954,1954,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,FuseA,Gd,WD
85000,5,796,0,796,1,1910,1950,0.0,0,RL,Edwards,Norm,None,TA,Fa,Y,FuseA,TA,WD
264561,8,1567,3,1520,2,2006,2006,0.0,1,RL,Blmngtn,Norm,None,Gd,Gd,Y,SBrkr,Ex,New
226000,7,1929,2,1057,2,2001,2001,0.0,1,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
152000,5,1620,2,780,2,1969,1969,263.0,0,RL,NWAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
143250,6,981,2,981,1,1971,1971,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
155000,6,1094,2,1094,1,1953,1953,216.0,2,RL,Edwards,Norm,Stone,TA,TA,Y,SBrkr,TA,WD
84500,4,630,0,630,1,1970,1970,0.0,0,RM,MeadowV,Norm,None,TA,Gd,Y,SBrkr,TA,WD
205950,7,1665,2,813,2,2007,2007,103.68526170798899,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
108000,4,1510,1,755,1,1940,1950,0.0,1,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
191000,7,1716,2,880,2,1996,1996,0.0,1,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
135000,6,1469,1,756,1,1906,1995,0.0,0,RM,IDOTRR,Norm,None,TA,TA,Y,SBrkr,TA,WD
145500,5,1053,1,1053,1,1959,2006,54.0,0,RL,NAmes,Norm,BrkFace,Gd,TA,Y,SBrkr,Gd,WD
149000,7,1502,1,776,1,1931,2000,0.0,1,RL,Crawfor,Norm,None,TA,Gd,Y,SBrkr,TA,WD
97500,6,1458,1,912,1,1948,1950,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
167000,5,1486,2,1486,1,1964,1999,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
197900,7,1935,2,793,2,1976,1976,233.0,1,RL,NWAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
110000,6,1392,2,1392,1,1968,1968,216.0,2,RL,NAmes,Norm,BrkFace,TA,Fa,Y,SBrkr,TA,WD
137500,4,1181,2,1138,2,1972,1972,0.0,0,RL,Edwards,Norm,None,TA,Gd,Y,SBrkr,TA,WD
230500,8,1936,2,1406,2,2000,2000,40.0,1,RL,Gilbert,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
129000,6,2380,2,1021,2,1965,1979,113.0,1,RL,NAmes,Norm,BrkCmn,TA,Gd,Y,SBrkr,TA,WD
193500,6,1679,2,1408,2,1994,1998,258.0,1,RL,SawyerW,Norm,BrkFace,TA,Gd,Y,SBrkr,Gd,WD
168000,5,1437,2,1188,1,1956,1987,0.0,1,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
137500,4,1180,1,700,1,1922,1950,0.0,1,RL,Crawfor,Norm,None,TA,Fa,Y,SBrkr,Fa,WD
173500,6,1476,2,738,2,2005,2005,0.0,0,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
103600,6,1369,1,672,2,1925,1950,0.0,0,RH,Edwards,Norm,None,TA,TA,N,SBrkr,TA,WD
165000,6,1208,2,1208,1,1977,1977,0.0,1,RL,Veenker,Norm,None,Gd,Gd,Y,SBrkr,TA,WD
257500,6,1839,2,1477,2,1957,2004,106.0,2,RL,Crawfor,Norm,BrkFace,TA,TA,Y,SBrkr,Gd,WD
140000,6,1136,1,1136,1,1965,1965,0.0,1,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
148500,6,1441,2,855,2,1978,1978,0.0,1,RL,NPkVill,Norm,None,TA,TA,Y,SBrkr,TA,WD
87000,4,1774,3,1095,2,1900,1950,0.0,0,RM,OldTown,Norm,None,TA,TA,N,SBrkr,TA,WD
109500,5,792,1,768,1,1924,2006,0.0,0,RL,OldTown,Norm,None,Gd,TA,Y,SBrkr,Gd,WD
128500,5,988,2,988,1,1961,1961,57.0,0,RL,Sawyer,Norm,BrkFace,TA,TA,Y,SBrkr,TA,WD
143000,6,923,1,923,2,1980,1980,0.0,1,RL,SawyerW,Norm,None,TA,Gd,Y,SBrkr,TA,WD
159434,5,1520,1,793,1,1932,2000,0.0,0,RH,SWISU,Norm,None,TA,TA,Y,SBrkr,TA,WD
173000,6,1291,2,1291,1,1996,1997,0.0,1,RL,ClearCr,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
285000,9,1668,3,1626,2,2002,2002,215.0,1,RL,CollgCr,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
221000,7,1839,2,1195,2,1998,1998,30.0,0,RL,NoRidge,Norm,BrkFace,Gd,Gd,Y,SBrkr,TA,WD
207500,7,2090,2,1190,2,1984,1984,0.0,1,RL,StoneBr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
227875,7,1761,2,874,3,2007,2007,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
148800,7,1102,2,551,2,2004,2004,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
194700,6,1362,2,1362,2,2005,2006,256.0,1,RL,NridgHt,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
141000,6,848,2,848,1,2004,2004,147.0,1,RM,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
335000,7,2519,2,1210,2,1989,1990,293.0,2,RL,Timber,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
108480,5,1073,1,1073,1,1921,1968,0.0,0,RL,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
141500,5,1539,2,927,1,1936,1950,0.0,0,RM,BrkSide,Norm,None,TA,TA,Y,SBrkr,TA,WD
176000,6,1137,2,1112,2,1987,1987,72.0,1,RL,Timber,Norm,BrkFace,TA,Gd,Y,SBrkr,Gd,WD
89000,5,616,1,616,1,1921,1950,0.0,0,RM,BrkSide,Norm,None,TA,TA,Y,SBrkr,TA,WD
123500,5,1148,1,980,1,1952,1952,0.0,0,RL,Edwards,Norm,None,TA,Ex,Y,FuseA,TA,WD
138500,5,894,1,894,1,1965,2009,0.0,1,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
196000,7,1391,2,1391,2,2004,2004,0.0,0,FV,Somerst,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
140000,7,1164,2,1164,1,1969,1969,168.0,0,RL,NWAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,COD
140000,5,1812,2,360,2,1900,1996,0.0,1,RM,OldTown,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
213000,7,1484,2,1473,2,2004,2005,109.0,0,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
254000,8,1324,2,1324,2,2006,2006,176.0,1,RL,NridgHt,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
179540,7,1456,2,728,2,2007,2007,0.0,1,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,New
109900,5,904,1,876,1,1966,1966,41.0,0,RL,Sawyer,Norm,BrkCmn,TA,TA,Y,SBrkr,TA,WD
52000,3,729,0,270,1,1935,2003,0.0,0,RL,BrkSide,Norm,None,Gd,TA,Y,SBrkr,TA,WD
102776,4,1178,1,859,1,1900,1950,0.0,0,C (all),IDOTRR,Norm,None,TA,TA,Y,SBrkr,TA,WD
189000,8,1228,2,1228,2,1988,1989,0.0,1,RL,StoneBr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
129000,4,960,2,960,1,1970,1970,160.0,0,RL,BrkSide,Norm,BrkFace,TA,TA,N,SBrkr,TA,WD
130500,6,1479,2,725,2,1976,2005,289.0,0,RL,Sawyer,Norm,BrkFace,Gd,TA,Y,SBrkr,Gd,WD
165000,6,1350,2,1064,2,1974,1974,174.0,1,RL,NWAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
159500,7,2554,2,718,1,1890,1998,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
157000,5,1178,2,1176,1,1973,2000,0.0,1,RL,NWAmes,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
128500,5,971,1,971,1,1969,1969,0.0,1,RL,CollgCr,Norm,None,TA,Gd,Y,SBrkr,TA,WD
275000,8,1742,2,1742,2,1985,1985,0.0,1,RL,StoneBr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
143000,6,848,2,848,1,2004,2004,169.0,0,RM,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
124500,4,864,2,864,1,1970,1970,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
135000,4,1470,1,941,2,1954,1972,0.0,0,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
320000,9,1698,3,1698,2,2007,2008,340.0,1,RL,Edwards,Norm,Stone,Ex,Ex,Y,SBrkr,Ex,WD
120500,4,864,2,864,1,1970,1970,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,Gd,WD
222000,6,1680,2,880,2,1988,2007,260.0,1,RL,Crawfor,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
194500,7,1232,2,1232,2,2007,2007,82.0,0,RL,CollgCr,Norm,Stone,Gd,Gd,Y,SBrkr,Gd,WD
110000,5,1776,3,1584,2,1958,1958,95.0,0,RL,NAmes,Norm,BrkFace,TA,TA,Y,SBrkr,TA,COD
103000,4,1208,2,780,1,1925,1950,0.0,0,RM,IDOTRR,Norm,None,TA,TA,Y,FuseA,TA,WD
236500,8,1616,2,1595,2,1995,1996,0.0,1,RL,StoneBr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
222500,7,2031,2,1153,2,1998,1999,202.0,1,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
131400,5,1144,1,864,1,1961,1983,0.0,1,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
108000,5,948,1,948,1,1968,1968,0.0,0,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
163000,7,1768,2,880,1,1914,1970,0.0,2,RM,OldTown,Norm,None,TA,Gd,N,SBrkr,TA,WD
239900,8,1801,3,893,2,2005,2005,0.0,1,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
179000,5,1200,0,1200,3,1987,1988,0.0,0,RL,Edwards,Norm,None,TA,Gd,Y,SBrkr,TA,WD
190000,7,1728,2,864,2,2004,2004,0.0,0,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
132000,5,1432,2,264,2,1910,2002,0.0,0,RM,OldTown,Norm,None,TA,Fa,Y,SBrkr,TA,WD
142000,6,912,1,912,1,1961,1996,0.0,0,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,Gd,WD
179000,7,1349,2,1349,2,2000,2001,108.0,0,RL,SawyerW,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
175000,5,1464,2,520,2,1963,1999,0.0,1,RL,Sawyer,Norm,None,TA,Gd,Y,SBrkr,TA,WD
180000,8,1337,2,1337,2,1993,1993,0.0,1,RL,StoneBr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
236000,7,2256,2,952,2,2000,2000,0.0,1,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
260400,7,1720,2,1720,2,1996,1996,338.0,1,RL,NoRidge,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,WD
96500,4,1140,0,576,1,1910,2004,0.0,0,RM,OldTown,Norm,None,TA,TA,Y,SBrkr,TA,WD
162000,7,1320,2,660,2,2003,2003,0.0,0,RL,Gilbert,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
217000,6,1494,2,1479,2,1997,1997,0.0,0,RL,CollgCr,Norm,None,TA,Gd,Y,SBrkr,Gd,WD
275500,8,2098,3,1030,2,2005,2005,178.0,1,RL,NridgHt,Norm,BrkFace,Gd,Gd,Y,SBrkr,Ex,WD
156000,6,1026,2,1026,1,1969,2005,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,Gd,WD
212000,8,1768,2,866,2,2007,2007,0.0,0,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
158900,6,1386,2,672,2,1978,1978,328.0,1,RL,Sawyer,Norm,BrkCmn,TA,TA,Y,SBrkr,TA,WD
127500,6,864,1,864,1,1959,1959,0.0,0,RL,NAmes,Norm,None,TA,TA,Y,SBrkr,TA,WD
100000,5,1301,2,1145,1,1924,1950,0.0,0,RM,BrkSide,Norm,None,TA,TA,Y,SBrkr,Fa,WD
215200,7,1547,2,756,2,2009,2009,0.0,0,FV,Somerst,Norm,None,TA,Gd,Y,SBrkr,Gd,Con
270000,8,1494,2,1494,1,1995,1996,0.0,1,RL,Veenker,Norm,None,Gd,Gd,Y,SBrkr,Ex,WD
264132,9,1506,2,1498,2,2008,2008,284.0,1,RL,Somerst,Norm,Stone,Gd,Gd,Y,SBrkr,Ex,New
196500,7,1714,2,980,2,1988,1988,42.0,1,RL,NWAmes,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
160000,6,1750,1,983,2,1940,1985,0.0,0,RL,Mitchel,Norm,None,TA,Gd,Y,SBrkr,TA,WD
216837,7,1836,2,1860,2,2004,2005,0.0,1,RL,CollgCr,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
134900,5,858,2,858,1,1982,1982,0.0,0,RL,Sawyer,Norm,None,TA,Gd,Y,SBrkr,TA,WD
102000,4,1220,2,836,1,1951,1951,0.0,0,RL,Edwards,Norm,None,TA,Fa,Y,FuseF,TA,COD
107000,6,1117,2,1029,1,1976,1976,0.0,1,RL,Edwards,Norm,None,TA,TA,Y,SBrkr,TA,WD
114500,5,912,1,912,1,1958,1958,1.0,0,RL,NAmes,Norm,None,TA,TA,Y,FuseA,TA,COD
162000,6,1204,2,1204,2,1998,1998,320.0,0,RM,Mitchel,Norm,BrkFace,TA,Ex,Y,SBrkr,TA,WD
221500,7,1614,3,1614,2,2005,2006,240.0,0,RL,CollgCr,Norm,BrkFace,Gd,Gd,Y,SBrkr,Gd,New
142500,5,894,2,864,1,1974,1974,0.0,1,RL,Sawyer,Norm,None,TA,TA,Y,SBrkr,TA,WD
135000,6,1004,2,975,1,1977,1977,90.0,0,RL,Mitchel,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
176000,7,1253,2,1237,2,1995,1996,38.0,1,RL,Gilbert,Norm,BrkFace,TA,Gd,Y,SBrkr,TA,WD
175900,6,1603,2,761,2,1992,1992,0.0,0,RL,SawyerW,Norm,None,Gd,Gd,Y,SBrkr,Gd,WD
